State,City,Address,Zip,URL,Phone
AL,Birmingham,205 Summit BlvdSuite 100,35243,https://locations.traderjoes.com/al/birmingham/737/,205-969-7801
AL,Huntsville,1100 Mid City Dr NW,35806,https://locations.traderjoes.com/al/huntsville/785/,256-890-7156
AR,Little Rock,11500 Financial Centre Pky,72211,https://locations.traderjoes.com/ar/little-rock/756/,501-954-7659
AZ,Gilbert,1779 E. Williams Field Rd.,85295,https://locations.traderjoes.com/az/gilbert/285/,480-857-9878
AZ,Glendale,7720 West Bell Rd,85308,https://locations.traderjoes.com/az/glendale/85/,623-776-7414
AZ,Mesa,2050 E Baseline Rd,85204,https://locations.traderjoes.com/az/mesa/89/,480-632-0951
AZ,Oro Valley,7912 N Oracle,85704,https://locations.traderjoes.com/az/oro-valley/96/,520-797-4207
AZ,Phoenix,4025 E Chandler Blvd,85048,https://locations.traderjoes.com/az/phoenix/177/,480-759-2295
AZ,Phoenix,4726 East Shea Blvd,85028,https://locations.traderjoes.com/az/phoenix/282/,602-485-7788
AZ,Phoenix,4821 N 20th St,85016,https://locations.traderjoes.com/az/phoenix/90/,602-912-9022
AZ,Prescott,252 N Lee Blvd,86303,https://locations.traderjoes.com/az/prescott/283/,928-443-9075
AZ,Queen Creek,21186 S. Ellsworth Loop Rd,85142,https://locations.traderjoes.com/az/queen-creek/286/,480-877-7213
AZ,Scottsdale,7555 E Frank Lloyd Wright,85260,https://locations.traderjoes.com/az/scottsdale/87/,480-367-8920
AZ,Scottsdale,6202 N Scottsdale Rd,85253,https://locations.traderjoes.com/az/scottsdale/94/,480-948-9886
AZ,Surprise,14095 W Grand Ave,85374,https://locations.traderjoes.com/az/surprise/92/,623-546-1640
AZ,Tempe,940 E. University Drive,85281,https://locations.traderjoes.com/az/tempe/91/,480-303-9974
AZ,Tempe,6460 S McClintock Dr,85283,https://locations.traderjoes.com/az/tempe/93/,480-838-4142
AZ,Tucson,1101 N Wilmot Rd,85712,https://locations.traderjoes.com/az/tucson/95/,520-733-1313
AZ,Tucson,4209 N Campbell Ave,85719,https://locations.traderjoes.com/az/tucson/191/,520-325-0069
AZ,Tucson,4766 E Grant Rd,85712,https://locations.traderjoes.com/az/tucson/88/,520-323-4500
CA,Agoura Hills,28941 Canwood St,91301,https://locations.traderjoes.com/ca/agoura-hills/247/,818-865-8217
CA,Alameda,2217 South Shore Center,94501,https://locations.traderjoes.com/ca/alameda/109/,510-769-5450
CA,Aliso Viejo,26541 Aliso Creek Rd,92656,https://locations.traderjoes.com/ca/aliso-viejo/195/,949-643-5531
CA,Arroyo Grande,955 Rancho Pkwy,93420,https://locations.traderjoes.com/ca/arroyo-grande/117/,805-474-6114
CA,Bakersfield,8200 Stockdale Hwy,93311,https://locations.traderjoes.com/ca/bakersfield/14/,661-837-8863
CA,Berkeley,1885 University Ave,94703,https://locations.traderjoes.com/ca/berkeley/186/,510-204-9074
CA,Brea,2500 E Imperial Hwy,92821,https://locations.traderjoes.com/ca/brea/11/,714-257-1180
CA,Brentwood,5451 Lone Tree Way,94513,https://locations.traderjoes.com/ca/brentwood/201/,925-516-3044
CA,Burbank,214 E Alameda Ave,91502,https://locations.traderjoes.com/ca/burbank/124/,818-848-4299
CA,Calabasas,23741 Calabasas Rd.,91302,https://locations.traderjoes.com/ca/calabasas/254/,818-591-6758
CA,Camarillo,363 Carmen Dr,93010,https://locations.traderjoes.com/ca/camarillo/114/,805-388-1925
CA,Campbell,1875 Bascom Ave,95008,https://locations.traderjoes.com/ca/campbell/73/,408-369-7823
CA,Capitola,3555 Clares St #D,95010,https://locations.traderjoes.com/ca/capitola/64/,831-464-0115
CA,Carlsbad,2629 Gateway Rd,92009,https://locations.traderjoes.com/ca/carlsbad/220/,760-603-8473
CA,Castro Valley,22224 Redwood Road,94546,https://locations.traderjoes.com/ca/castro-valley/84/,510-538-2738
CA,Cathedral City,67720 E Palm Canyon Dr,92234,https://locations.traderjoes.com/ca/cathedral-city/118/,760-202-0090
CA,Cerritos,12861 Towne Center Dr,90703,https://locations.traderjoes.com/ca/cerritos/104/,562-402-5148
CA,Chatsworth,10330 Mason Ave,91311,https://locations.traderjoes.com/ca/chatsworth/184/,818-341-3010
CA,Chico,801 East Ave,95926,https://locations.traderjoes.com/ca/chico/199/,530-343-9920
CA,Chino Hills,13911 Peyton Drive,91709,https://locations.traderjoes.com/ca/chino-hills/216/,909-627-1404
CA,Chula Vista,878 Eastlake Pkwy,91914,https://locations.traderjoes.com/ca/chula-vista/120/,619-656-5370
CA,Claremont,475 W Foothill Blvd,91711,https://locations.traderjoes.com/ca/claremont/214/,909-625-8784
CA,Clovis,1077 N Willow Ave,93611,https://locations.traderjoes.com/ca/clovis/180/,559-325-3120
CA,Concord,1150 Concord Ave,94520,https://locations.traderjoes.com/ca/concord/60/,925-689-2990
CA,Concord,785 Oak Grove Rd,94518,https://locations.traderjoes.com/ca/concord/83/,925-521-1134
CA,Corona,2790 Cabot Dr,92883,https://locations.traderjoes.com/ca/corona/213/,951-603-0299
CA,Costa Mesa,640 W 17th St,92627,https://locations.traderjoes.com/ca/costa-mesa/35/,949-642-5134
CA,Culver City,6150 Slauson Ave,90230,https://locations.traderjoes.com/ca/culver-city/251/,310-313-0441
CA,Culver City,9290 Culver Blvd,90232,https://locations.traderjoes.com/ca/culver-city/36/,310-202-1108
CA,Cypress,5245 Katella Ave.,90720,https://locations.traderjoes.com/ca/cypress/242/,714-220-4930
CA,Daly City,417 Westlake Center,94015,https://locations.traderjoes.com/ca/daly-city/74/,650-755-3825
CA,Danville,85 Railroad Ave,94526,https://locations.traderjoes.com/ca/danville/65/,925-838-5757
CA,Davis,885 Russell Blvd,95616,https://locations.traderjoes.com/ca/davis/182/,530-757-2693
CA,Eagle Rock,1566 Colorado Blvd,90041,https://locations.traderjoes.com/ca/eagle-rock/55/,323-257-6422
CA,El Cerrito,225 El Cerrito Plaza,94530,https://locations.traderjoes.com/ca/el-cerrito/108/,510-524-7609
CA,Elk Grove,9670 Bruceville Road,95757,https://locations.traderjoes.com/ca/elk-grove/190/,916-686-9980
CA,Emeryville,5700 Christie Ave,94608,https://locations.traderjoes.com/ca/emeryville/72/,510-658-8091
CA,Encinitas,115 N El Camino Real,92024,https://locations.traderjoes.com/ca/encinitas/25/,760-634-2114
CA,Encino,17640 Burbank Blvd,91316,https://locations.traderjoes.com/ca/encino/56/,818-990-7751
CA,Escondido,1885 S Centre City Pkwy,92025,https://locations.traderjoes.com/ca/escondido/105/,760-233-4020
CA,Fairfield,1350 Gateway Blvd,94533,https://locations.traderjoes.com/ca/fairfield/101/,707-434-0144
CA,Fair Oaks,5309 Sunrise Blvd,95628,https://locations.traderjoes.com/ca/fair-oaks/71/,916-863-1744
CA,Folsom,850 East Bidwell,95630,https://locations.traderjoes.com/ca/folsom/172/,916-817-8820
CA,Fremont,39324 Argonaut Way,94538,https://locations.traderjoes.com/ca/fremont/77/,510-794-1386
CA,Fresno,8478 N. Friant Road,93720,https://locations.traderjoes.com/ca/fresno/8/,559-433-6478
CA,Glendale,103 E Glenoaks Blvd,91207,https://locations.traderjoes.com/ca/glendale/53/,818-507-8192
CA,Goleta,5767 Calle Real,93117,https://locations.traderjoes.com/ca/goleta/110/,805-692-2234
CA,Granada Hills,11114 Balboa Blvd,91344,https://locations.traderjoes.com/ca/granada-hills/44/,818-368-6461
CA,Greenbrae,2052 Redwood Hwy,94904,https://locations.traderjoes.com/ca/greenbrae/235/,415-945-7955
CA,Hermosa Beach,1100 Pacific Coast Hwy,90254,https://locations.traderjoes.com/ca/hermosa-beach/248/,310-318-1767
CA,Huntington Beach,18681 Main St,92648,https://locations.traderjoes.com/ca/huntington-beach/47/,714-848-9640
CA,Huntington Beach,21431 Brookhurst St,92646,https://locations.traderjoes.com/ca/huntington-beach/241/,714-968-4070
CA,Huntington Beach,16821 Algonquin St,92649,https://locations.traderjoes.com/ca/huntington-beach/244/,714-846-7307
CA,Irvine,4225 Campus Dr,92612,https://locations.traderjoes.com/ca/irvine/111/,949-509-6138
CA,Irvine,14443 Culver Dr,92604,https://locations.traderjoes.com/ca/irvine/37/,949-857-8108
CA,Irvine,6222 Irvine Blvd,92620,https://locations.traderjoes.com/ca/irvine/210/,949-551-6402
CA,La Canada,475 Foothill Blvd,91011,https://locations.traderjoes.com/ca/la-canada/42/,818-790-6373
CA,Lafayette,3649 Mt Diablo Blvd,94549,https://locations.traderjoes.com/ca/lafayette/115/,925-299-9344
CA,Laguna Hills,24231 Avenida De La Carlota,92653,https://locations.traderjoes.com/ca/laguna-hills/39/,949-461-0927
CA,Laguna Niguel,32351 Street of the Golden Lantern,92677,https://locations.traderjoes.com/ca/laguna-niguel/103/,949-493-8599
CA,La Habra,2101 W. Imperial HwySuite A,90631,https://locations.traderjoes.com/ca/la-habra/5/,562-266-1428
CA,La Jolla,8657 Villa la Jolla Dr,92037,https://locations.traderjoes.com/ca/la-jolla/20/,858-546-8629
CA,La Mesa,5495 Grossmont Center Dr,91942,https://locations.traderjoes.com/ca/la-mesa/24/,619-466-0105
CA,La Quinta,46400 Washington St,92253,https://locations.traderjoes.com/ca/la-quinta/189/,760-777-1553
CA,Livermore,1122 A East Stanley Blvd,94550,https://locations.traderjoes.com/ca/livermore/208/,925-243-1947
CA,Long Beach,2222 North Bellflower Blvd,90815,https://locations.traderjoes.com/ca/long-beach/194/,562-596-2514
CA,Long Beach,4210 Long Beach Blvd,90807,https://locations.traderjoes.com/ca/long-beach/116/,562-422-1020
CA,Long Beach,6451 E Pacific Coast  Hwy,90803,https://locations.traderjoes.com/ca/long-beach/43/,562-596-4388
CA,Los Altos,2310 Homestead Rd,94024,https://locations.traderjoes.com/ca/los-altos/127/,408-245-1917
CA,Los Angeles,1600 N Vine St,90028,https://locations.traderjoes.com/ca/los-angeles/206/,323-856-0689
CA,Los Angeles,263 S La Brea Ave,90036,https://locations.traderjoes.com/ca/los-angeles/31/,323-965-1989
CA,Los Angeles,175 South Fairfax Ave,90036,https://locations.traderjoes.com/ca/los-angeles/240/,323-931-4012
CA,Los Angeles,8500 Burton Way,90048,https://locations.traderjoes.com/ca/los-angeles/237/,310-248-2984
CA,Los Angeles,11755 Olympic Blvd,90064,https://locations.traderjoes.com/ca/los-angeles/215/,310-477-5949
CA,Los Angeles,2738 Hyperion Ave,90027,https://locations.traderjoes.com/ca/los-angeles/17/,323-665-6774
CA,Los Angeles,8000 W Sunset Blvd,90046,https://locations.traderjoes.com/ca/los-angeles/192/,323-822-7663
CA,Los Angeles,3131 S Hoover Street,90089,https://locations.traderjoes.com/ca/los-angeles/250/,213-749-1497
CA,Los Angeles,10850 National Blvd,90064,https://locations.traderjoes.com/ca/los-angeles/7/,310-470-1917
CA,Los Angeles,3456 S Sepulveda Blvd,90034,https://locations.traderjoes.com/ca/los-angeles/119/,310-836-2458
CA,Los Angeles,1000 Glendon Ave,90024,https://locations.traderjoes.com/ca/los-angeles/234/,310-824-1495
CA,Los Gatos,15466 Los Gatos Blvd,95032,https://locations.traderjoes.com/ca/los-gatos/181/,408-356-2324
CA,Manhattan Beach,1821 Manhattan Beach Blvd,90266,https://locations.traderjoes.com/ca/manhattan-beach/34/,310-372-1274
CA,Manhattan Beach,1800 Rosecrans Blvd,90266,https://locations.traderjoes.com/ca/manhattan-beach/106/,310-725-9800
CA,Marina Del Rey,4675 Admiralty Way,90292,https://locations.traderjoes.com/ca/marina-del-rey/205/,310-301-4461
CA,Menlo Park,720 Menlo Ave,94025,https://locations.traderjoes.com/ca/menlo-park/69/,650-323-2134
CA,Millbrae,765 Broadway,94030,https://locations.traderjoes.com/ca/millbrae/170/,650-259-9142
CA,Milpitas,1306 Great Mall Pkwy,95035,https://locations.traderjoes.com/ca/milpitas/229/,408-942-6957
CA,Mission Viejo,25410 Marguerite Pkwy,92692,https://locations.traderjoes.com/ca/mission-viejo/126/,949-581-5638
CA,Modesto,3250 Dale Road,95356,https://locations.traderjoes.com/ca/modesto/9/,209-491-0445
CA,Monrovia,604 W Huntington Dr,91016,https://locations.traderjoes.com/ca/monrovia/112/,626-358-8884
CA,Monterey,570 Munras Ave,93940,https://locations.traderjoes.com/ca/monterey/204/,831-372-2010
CA,Montrose,2462 Honolulu Ave,91020,https://locations.traderjoes.com/ca/montrose/52/,818-957-3613
CA,Morgan Hill,17035 Laurel Rd,95037,https://locations.traderjoes.com/ca/morgan-hill/202/,408-778-6409
CA,Mountain View,590 Showers Dr,94040,https://locations.traderjoes.com/ca/mountain-view/81/,650-917-1013
CA,Napa,3654 Bel Aire Plaza,94558,https://locations.traderjoes.com/ca/napa/128/,707-256-0806
CA,Newport Beach,8086 E Pacific Coast Hwy,92657,https://locations.traderjoes.com/ca/newport-beach/125/,949-494-7404
CA,North Hollywood,6130 Laurel Canyon Bl,91606,https://locations.traderjoes.com/ca/north-hollywood/252/,818-762-2963
CA,Novato,7514 Redwood Blvd,94945,https://locations.traderjoes.com/ca/novato/198/,415-898-9359
CA,Oakland,3250 Lakeshore Ave,94610,https://locations.traderjoes.com/ca/oakland/203/,510-238-9076
CA,Oakland,5727 College Ave,94618,https://locations.traderjoes.com/ca/oakland/231/,510-923-9428
CA,Oceanside,2570 Vista Way,92054,https://locations.traderjoes.com/ca/oceanside/22/,760-433-9994
CA,Orange,2114 N Tustin St,92865,https://locations.traderjoes.com/ca/orange/46/,714-283-5697
CA,Pacific Grove,1170 Forest Ave,93950,https://locations.traderjoes.com/ca/pacific-grove/79/,831-656-0180
CA,Palmdale,39507 10th St W,93551,https://locations.traderjoes.com/ca/palmdale/185/,661-947-2890
CA,Palm Desert,44250 Town Center Way,92260,https://locations.traderjoes.com/ca/palm-desert/3/,760-340-2291
CA,Palo Alto,855 El Camino Real,94301,https://locations.traderjoes.com/ca/palo-alto/207/,650-327-7018
CA,Pasadena,467 N Rosemead Blvd,91107,https://locations.traderjoes.com/ca/pasadena/171/,626-351-3399
CA,Pasadena,610 S Arroyo Pkwy,91105,https://locations.traderjoes.com/ca/pasadena/51/,626-568-9254
CA,Pasadena,3035 E Huntington Dr,91107,https://locations.traderjoes.com/ca/pasadena/32/,626-356-2963
CA,Pasadena,345 S Lake Ave,91101,https://locations.traderjoes.com/ca/pasadena/179/,626-395-9553
CA,Petaluma,169 N McDowell Blvd,94954,https://locations.traderjoes.com/ca/petaluma/107/,707-769-2782
CA,Pinole,2742 Pinole Valley Rd,94564,https://locations.traderjoes.com/ca/pinole/230/,510-222-3501
CA,Pleasanton,3903 Santa Rita Road,94588,https://locations.traderjoes.com/ca/pleasanton/66/,925-468-0763
CA,Rancho Cucamonga,6401 Haven Ave,91737,https://locations.traderjoes.com/ca/rancho-cucamonga/217/,909-476-1410
CA,Rancho Palos Verdes,31176 Hawthorne Blvd,90275,https://locations.traderjoes.com/ca/rancho-palos-verdes/233/,310-544-1727
CA,Rancho Palos Verdes,28901 S Western Ave,90275,https://locations.traderjoes.com/ca/rancho-palos-verdes/57/,310-832-1241
CA,Rancho Santa Margarita,30652 Santa Margarita Pkwy,92688,https://locations.traderjoes.com/ca/rancho-santa-margarita/27/,949-888-3640
CA,Redding,845 Browning St,96003,https://locations.traderjoes.com/ca/redding/219/,530-223-4875
CA,Redlands,552 Orange St,92374,https://locations.traderjoes.com/ca/redlands/99/,909-798-3888
CA,Redondo Bch.,1761 S Elena Ave,90277,https://locations.traderjoes.com/ca/redondo-bch./38/,310-316-1745
CA,Riverside,6225 Riverside Plaza,92506,https://locations.traderjoes.com/ca/riverside/15/,951-781-2378
CA,Rocklin,5116 Commons Dr. #103,95677,https://locations.traderjoes.com/ca/rocklin/228/,916-660-9820
CA,Roseville,1117 Roseville Square,95678,https://locations.traderjoes.com/ca/roseville/80/,916-784-9084
CA,Sacramento,5000 Folsom Blvd,95819,https://locations.traderjoes.com/ca/sacramento/175/,916-456-1853
CA,Sacramento,2625 Marconi Ave,95821,https://locations.traderjoes.com/ca/sacramento/70/,916-481-8797
CA,San Carlos,1482 El Camino Real,94070,https://locations.traderjoes.com/ca/san-carlos/174/,650-594-2138
CA,San Clemente,638 Camino de Los Mares,92673,https://locations.traderjoes.com/ca/san-clemente/16/,949-240-9996
CA,San Diego,13480 Highlands Place,92130,https://locations.traderjoes.com/ca/san-diego/223/,858-755-7130
CA,San Diego,1072 Camino Del Rio North,92108,https://locations.traderjoes.com/ca/san-diego/222/,619-297-0749
CA,San Diego,11955 Carmel Mountain Rd,92128,https://locations.traderjoes.com/ca/san-diego/23/,858-673-0526
CA,San Diego,1090 University Avenue,92103,https://locations.traderjoes.com/ca/san-diego/26/,619-296-3122
CA,San Diego,1640 Garnet Ave,92109,https://locations.traderjoes.com/ca/san-diego/21/,858-581-9101
CA,San Diego,2401 Truxtun Rd,92106,https://locations.traderjoes.com/ca/san-diego/188/,619-758-9272
CA,San Diego,5140 College Ave,92115,https://locations.traderjoes.com/ca/san-diego/224/,619-229-9092
CA,San Diego,9850 Hibert St,92131,https://locations.traderjoes.com/ca/san-diego/221/,858-549-9185
CA,San Dimas,856 W Arrow Hwy,91773,https://locations.traderjoes.com/ca/san-dimas/28/,909-305-4757
CA,San Francisco,3 Masonic Ave,94118,https://locations.traderjoes.com/ca/san-francisco/100/,415-346-9964
CA,San Francisco,555 9th St,94103,https://locations.traderjoes.com/ca/san-francisco/78/,415-863-1292
CA,San Francisco,1095 Hyde St,94109,https://locations.traderjoes.com/ca/san-francisco/200/,415-292-7665
CA,San Francisco,401 Bay St,94133,https://locations.traderjoes.com/ca/san-francisco/19/,415-351-1013
CA,San Francisco,10 4th Street,94103,https://locations.traderjoes.com/ca/san-francisco/225/,415-536-7801
CA,San Francisco,265 Winston Dr,94132,https://locations.traderjoes.com/ca/san-francisco/236/,415-665-1835
CA,San Jose,7250 Bollinger Rd,95129,https://locations.traderjoes.com/ca/san-jose/232/,408-873-7384
CA,San Jose,635 Coleman Ave,95110,https://locations.traderjoes.com/ca/san-jose/212/,408-298-9731
CA,San Jose,5353 Almaden Expressway #J-38,95118,https://locations.traderjoes.com/ca/san-jose/63/,408-264-8120
CA,San Jose,5269 Prospect,95129,https://locations.traderjoes.com/ca/san-jose/62/,408-446-5055
CA,San Juan Capistrano,32151 Camino Capistrano,92675,https://locations.traderjoes.com/ca/san-juan-capistrano/249/,949-496-4150
CA,San Luis Obispo,3977 Higuera Street,93401,https://locations.traderjoes.com/ca/san-luis-obispo/41/,805-783-2780
CA,San Mateo,1820-22 S Grant Street,94402,https://locations.traderjoes.com/ca/san-mateo/67/,650-570-6140
CA,San Mateo,45 W Hillsdale Blvd,94403,https://locations.traderjoes.com/ca/san-mateo/245/,650-286-1509
CA,San Rafael,337 3rd St,94901,https://locations.traderjoes.com/ca/san-rafael/61/,415-454-9530
CA,San Ramon,300 Market Place,94583,https://locations.traderjoes.com/ca/san-ramon/246/,925-275-8140
CA,Santa Ana,3329 S Bristol St,92704,https://locations.traderjoes.com/ca/santa-ana/113/,714-424-9304
CA,Santa Barbara,3025 De La Vina St,93105,https://locations.traderjoes.com/ca/santa-barbara/183/,805-563-7383
CA,Santa Barbara,222 North Milpas Street,93103,https://locations.traderjoes.com/ca/santa-barbara/59/,805-560-1182
CA,Santa Clarita,26517 Bouquet Canyon Rd,91350,https://locations.traderjoes.com/ca/santa-clarita/13/,661-263-3796
CA,Santa Cruz,700 Front St,95060,https://locations.traderjoes.com/ca/santa-cruz/193/,831-425-0140
CA,Santa Maria,1303 S Bradley Rd,93454,https://locations.traderjoes.com/ca/santa-maria/239/,805-925-1657
CA,Santa Monica,500 Broadway,90401,https://locations.traderjoes.com/ca/santa-monica/256/,310-912-6877
CA,Santa Monica,3212 Pico Blvd,90405,https://locations.traderjoes.com/ca/santa-monica/6/,310-581-0253
CA,Santa Monica,2300 Wilshire Blvd #101,90403,https://locations.traderjoes.com/ca/santa-monica/253/,310-264-2223
CA,Santa Rosa,2100 Santa Rosa Ave,95407,https://locations.traderjoes.com/ca/santa-rosa/178/,707-535-0788
